abbreviation,equation,direction,officialName,geneAssociation,subsystem,reaction_ID,Enzyme,Genes
bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11],"3-Phospho-D-glyceroyl phosphate <=> 2,3-Bisphospho-D-glycerate",Bidirectional,5.4.2.4,K01837,None,R01662,BPGM,BPGM
glucose-6-phosphatase [EC:3.1.3.9],alpha-D-Glucose 6-phosphate + H2O <=> alpha-D-Glucose + Orthophosphate,Bidirectional,3.1.3.9,K01084,None,R01788,G6PC,G6PC
sugar PTS system EIIA component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02777,None,R02738,crr,crr
glucose PTS system EIIB component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02778,None,R02738,ptsGb,ptsGb
glucose PTS system EIICB or EIICBA component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02779,None,R02738,ptsG,ptsG
maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02791,None,R02738,malX,malX
glucose PTS system EIICBA or EIICB component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K20118,None,R02738,ptsG,ptsG
glucose-6-phosphate 1-epimerase [EC:5.1.3.15],alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate,Bidirectional,"5.1.3.15, 5.3.1.9",K01792,None,R02739,E5.1.3.15,E5.1.3.15
beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Salicin <=> Protein histidine + Salicin 6-phosphate,Bidirectional,,K02753,None,R04394,ascF,ascF
sugar PTS system EIIA component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Salicin <=> Protein histidine + Salicin 6-phosphate,Bidirectional,,K02777,None,R04394,crr,crr
beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Arbutin <=> Protein histidine + Arbutin 6-phosphate,Bidirectional,,K02753,None,R05132,ascF,ascF
sugar PTS system EIIA component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Arbutin <=> Protein histidine + Arbutin 6-phosphate,Bidirectional,,K02777,None,R05132,crr,crr
6-phospho-beta-glucosidase [EC:3.2.1.86],Arbutin 6-phosphate + H2O <=> Hydroquinone + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01222,None,R05133,E3.2.1.86A,E3.2.1.86A
6-phospho-beta-glucosidase [EC:3.2.1.86],Arbutin 6-phosphate + H2O <=> Hydroquinone + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01223,None,R05133,E3.2.1.86B,E3.2.1.86B
6-phospho-beta-glucosidase [EC:3.2.1.86],Salicin 6-phosphate + H2O <=> Salicyl alcohol + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01222,None,R05134,E3.2.1.86A,E3.2.1.86A
6-phospho-beta-glucosidase [EC:3.2.1.86],Salicin 6-phosphate + H2O <=> Salicyl alcohol + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01223,None,R05134,E3.2.1.86B,E3.2.1.86B
alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8],Ethanol + 2 Ferricytochrome c <=> 2 Ferrocytochrome c + Acetaldehyde + 2 H+,Bidirectional,1.1.2.8,K00114,None,R05198,exaA,exaA
"methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7], methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]",Ethanol + 2 Ferricytochrome cL <=> Acetaldehyde + 2 Ferrocytochrome cL + 2 H+,Bidirectional,1.1.2.7,"K14028, K14029",None,R09127,"mdh1, mdh2","mdh1, mdh2"
"alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5], alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]",Ethanol + Ubiquinone <=> Acetaldehyde + Ubiquinol,Bidirectional,1.1.5.5,"K22473, K22474",None,R09479,"adhA, adhB","adhA, adhB"
"multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]","2,3-Bisphospho-D-glycerate + H2O <=> 2-Phospho-D-glycerate + Orthophosphate",Bidirectional,3.1.3.80,K03103,None,R09532,MINPP1,MINPP1
glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90],D-Glyceraldehyde 3-phosphate + NAD+ + H2O <=> 3-Phospho-D-glycerate + NADH + H+,Bidirectional,1.2.1.90,K18978,None,R10860,gapN,gapN
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00024,M00168,R00342,mdh,mdh
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00025,M00168,R00342,MDH1,MDH1
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00026,M00168,R00342,MDH2,MDH2
phosphoenolpyruvate carboxylase [EC:4.1.1.31],Orthophosphate + Oxaloacetate <=> H2O + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.31,K01595,"M00168, M00172",R00345,ppc,ppc
"pyruvate, orthophosphate dikinase [EC:2.7.9.1]",ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate,Bidirectional,2.7.9.1,K01006,"M00169, M00172",R00206,ppdK,ppdK
malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],(S)-Malate + NADP+ <=> Pyruvate + CO2 + NADPH + H+,Bidirectional,1.1.1.40,K00029,"M00169, M00172",R00216,maeB,maeB
malate dehydrogenase (NADP+) [EC:1.1.1.82],(S)-Malate + NADP+ <=> Oxaloacetate + NADPH + H+,Bidirectional,"1.1.1.82, 1.1.1.299",K00051,M00172,R00343,E1.1.1.82,E1.1.1.82
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162, K00627, K00382",M00307,R00014,"PDHA, PDHB","PDHA, PDHB"
pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00163, K00627, K00382",M00307,R00014,aceE,aceE
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172",M00307,R01196,"porA, porB, porD, porC","porA, porB, porD, porC"
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00189",M00307,R01196,"porA, porB, porD, vorG","porA, porB, porD, vorG"
pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11",K03737,M00307,R01196,por,por
pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Bidirectional,2.3.1.12,"K00161, K00162, K00627, K00382",M00307,R02569,DLAT,DLAT
pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Bidirectional,2.3.1.12,"K00163, K00627, K00382",M00307,R02569,DLAT,DLAT
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.1,"K00161, K00162, K00627, K00382",M00307,R03270,"PDHA, PDHB","PDHA, PDHB"
pyruvate dehydrogenase E1 component [EC:1.2.4.1],2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.1,"K00163, K00627, K00382",M00307,R03270,aceE,aceE
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00161, K00162, K00627, K00382",M00307,R07618,DLD,DLD
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00163, K00627, K00382",M00307,R07618,DLD,DLD
pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],Pyruvate + CoA + Oxidized flavodoxin <=> Acetyl-CoA + CO2 + Reduced flavodoxin,Bidirectional,,K03737,M00307,R10866,por,por
phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K00625,M00579,R00230,pta,pta
phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K13788,M00579,R00230,pta,pta
putative phosphotransacetylase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K15024,M00579,R00230,K15024,K15024
acetate kinase [EC:2.7.2.1],ATP + Acetate <=> ADP + Acetyl phosphate,Bidirectional,"2.7.2.1, 2.7.2.15",K00925,M00579,R00315,ackA,ackA
pyruvate decarboxylase [EC:4.1.1.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1",K01568,None,R00014,PDC,PDC
"acetolactate synthase I/II/III large subunit [EC:2.2.1.6], acetolactate synthase I/III small subunit [EC:2.2.1.6]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K01653",None,R00014,"E2.2.1.6L, E2.2.1.6S","E2.2.1.6L, E2.2.1.6S"
acetolactate synthase II small subunit [EC:2.2.1.6],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1",K11258,None,R00014,ilvM,ilvM
L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3],(S)-Lactate + 2 Ferricytochrome c <=> Pyruvate + 2 Ferrocytochrome c + 2 H+,Bidirectional,1.1.2.3,K00101,None,R00196,lldD,lldD
D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4],(R)-Lactate + 2 Ferricytochrome c <=> Pyruvate + 2 Ferrocytochrome c + 2 H+,Bidirectional,1.1.2.4,K00102,None,R00197,LDHD,LDHD
"pyruvate, water dikinase [EC:2.7.9.2]",ATP + Pyruvate + H2O <=> AMP + Phosphoenolpyruvate + Orthophosphate,Bidirectional,2.7.9.2,K01007,None,R00199,pps,pps
pyruvate kinase [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Bidirectional,2.7.1.40,K00873,None,R00200,PK,PK
pyruvate kinase isozymes R/L [EC:2.7.1.40],ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,Bidirectional,2.7.1.40,K12406,None,R00200,PKLR,PKLR
lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],Methylglyoxal + NAD+ + H2O <=> Pyruvate + NADH + H+,Bidirectional,"1.2.1.22, 1.2.1.23",K07248,None,R00203,aldA,aldA
pyruvate oxidase [EC:1.2.3.3],Pyruvate + Orthophosphate + Oxygen <=> Acetyl phosphate + Hydrogen peroxide + CO2,Bidirectional,1.2.3.3,K00158,None,R00207,spxB,spxB
formate C-acetyltransferase [EC:2.3.1.54],Acetyl-CoA + Formate <=> CoA + Pyruvate,Bidirectional,2.3.1.54,K00656,None,R00212,E2.3.1.54,E2.3.1.54
malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,Bidirectional,"1.1.1.38, 1.1.1.39",K00027,None,R00214,ME2,ME2
malate dehydrogenase (decarboxylating) [EC:1.1.1.39],(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,Bidirectional,"1.1.1.38, 1.1.1.39",K00028,None,R00214,E1.1.1.39,E1.1.1.39
oxaloacetate decarboxylase [EC:4.1.1.112],Oxaloacetate <=> Pyruvate + CO2,Bidirectional,"1.1.1.38, 1.1.1.40, 4.1.1.112",K01003,None,R00217,bcpA,bcpA
acetyl-CoA hydrolase [EC:3.1.2.1],Acetyl-CoA + H2O <=> CoA + Acetate,Bidirectional,3.1.2.1,K01067,None,R00227,E3.1.2.1,E3.1.2.1
acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Bidirectional,1.2.1.10,K00132,None,R00228,E1.2.1.10,E1.2.1.10
aldehyde dehydrogenase,Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Bidirectional,1.2.1.10,K04021,None,R00228,eutE,eutE
acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Bidirectional,1.2.1.10,K04072,None,R00228,adhE,adhE
acetaldehyde dehydrogenase [EC:1.2.1.10],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Bidirectional,1.2.1.10,K04073,None,R00228,mhpF,mhpF
acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Bidirectional,1.2.1.10,K18366,None,R00228,bphJ,bphJ
"acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13], acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]",ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,"K01905, K22224",None,R00229,"acdA, acdB","acdA, acdB"
acetate---CoA ligase (ADP-forming) [EC:6.2.1.13],ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,K24012,None,R00229,acdAB,acdAB
phosphotransacetylase,Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K04020,None,R00230,eutD,eutD
acetyl-CoA synthetase [EC:6.2.1.1],Acetyl adenylate + CoA <=> AMP + Acetyl-CoA,Bidirectional,6.2.1.1,K01895,None,R00236,ACSS1_2,ACSS1_2
acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2],Acetyl adenylate + CoA <=> AMP + Acetyl-CoA,Bidirectional,6.2.1.1,K01913,None,R00236,AAE7,AAE7
acetyl-CoA C-acetyltransferase [EC:2.3.1.9],2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,Bidirectional,"2.3.1.9, 2.3.1.16",K00626,None,R00238,ACAT,ACAT
acetyl-CoA acyltransferase [EC:2.3.1.16],2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,Bidirectional,"2.3.1.9, 2.3.1.16",K00632,None,R00238,fadA,fadA
acetyl-CoA acyltransferase 2 [EC:2.3.1.16],2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,Bidirectional,"2.3.1.9, 2.3.1.16",K07508,None,R00238,ACAA2,ACAA2
acetyl-CoA acyltransferase [EC:2.3.1.16],2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,Bidirectional,"2.3.1.9, 2.3.1.16",K07509,None,R00238,HADHB,HADHB
acetyl-CoA acyltransferase 1 [EC:2.3.1.16],2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA,Bidirectional,"2.3.1.9, 2.3.1.16",K07513,None,R00238,ACAA1,ACAA1
homocitrate synthase [EC:2.3.3.14],"Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA",Bidirectional,2.3.3.14,K01655,None,R00271,LYS21,LYS21
homocitrate synthase NifV [EC:2.3.3.14],"Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA",Bidirectional,2.3.3.14,K02594,None,R00271,nifV,nifV
methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-],"Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA",Bidirectional,2.3.3.14,K10977,None,R00271,aksA,aksA
D-lactate dehydrogenase,(R)-Lactate + Acceptor <=> Pyruvate + Reduced acceptor,Bidirectional,1.1.99.6,K18930,None,R00297,dld,dld
D-lactate dehydrogenase (acceptor) [EC:1.1.99.6],(R)-Lactate + Acceptor <=> Pyruvate + Reduced acceptor,Bidirectional,1.1.99.6,K21836,None,R00297,dld,dld
acetyl-CoA synthetase [EC:6.2.1.1],ATP + Acetate <=> Diphosphate + Acetyl adenylate,Bidirectional,6.2.1.1,K01895,None,R00316,ACSS1_2,ACSS1_2
acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2],ATP + Acetate <=> Diphosphate + Acetyl adenylate,Bidirectional,6.2.1.1,K01913,None,R00316,AAE7,AAE7
acylphosphatase [EC:3.6.1.7],Acetyl phosphate + H2O <=> Acetate + Orthophosphate,Bidirectional,3.6.1.7,K01512,None,R00317,acyP,acyP
lactate 2-monooxygenase [EC:1.13.12.4],(S)-Lactate + Oxygen <=> Acetate + CO2 + H2O,Bidirectional,1.13.12.4,K00467,None,R00319,E1.13.12.4,E1.13.12.4
phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.49,K01610,None,R00341,pckA,pckA
pyruvate carboxylase [EC:6.4.1.1],ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,Bidirectional,6.4.1.1,K01958,None,R00344,PC,PC
"pyruvate carboxylase subunit A [EC:6.4.1.1], pyruvate carboxylase subunit B [EC:6.4.1.1]",ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,Bidirectional,6.4.1.1,"K01959, K01960",None,R00344,"pycA, pycB","pycA, pycB"
phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38],Diphosphate + Oxaloacetate <=> Orthophosphate + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.38,K20370,None,R00346,PEPCK,PEPCK
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,None,R00431,E4.1.1.32,E4.1.1.32
malate synthase [EC:2.3.3.9],(S)-Malate + CoA <=> Acetyl-CoA + H2O + Glyoxylate,Bidirectional,2.3.3.9,K01638,None,R00472,aceB,aceB
L-lactate dehydrogenase [EC:1.1.1.27],(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.27,K00016,None,R00703,LDH,LDH
D-lactate dehydrogenase (quinone) [EC:1.1.5.12],(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.28,K03777,None,R00704,dld,dld
D-lactate dehydrogenase [EC:1.1.1.28],(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.28,K03778,None,R00704,ldhA,ldhA
aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,Bidirectional,"1.2.1.3, 1.2.1.5",K00128,None,R00710,ALDH,ALDH
aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3],Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,Bidirectional,"1.2.1.3, 1.2.1.5",K00149,None,R00710,ALDH9A1,ALDH9A1
aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3],Acetaldehyde + NAD+ + H2O <=> Acetate + NADH + H+,Bidirectional,"1.2.1.3, 1.2.1.5",K14085,None,R00710,ALDH7A1,ALDH7A1
aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5],Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+,Bidirectional,"1.2.1.4, 1.2.1.5",K00129,None,R00711,ALDH3,ALDH3
aldehyde dehydrogenase [EC:1.2.1.-],Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+,Bidirectional,"1.2.1.4, 1.2.1.5",K00138,None,R00711,aldB,aldB
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,None,R00726,E4.1.1.32,E4.1.1.32
acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K01946,None,R00742,ACACB,ACACB
"acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K01961,None,R00742,accC,accC
"acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15], acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]",ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,"K01962, K01963",None,R00742,"accA, accD","accA, accD"
acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K01964,None,R00742,K01964,K01964
acetyl-CoA carboxylase biotin carboxyl carrier protein,ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K02160,None,R00742,accB,accB
acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K11262,None,R00742,ACACA,ACACA
"acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]",ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K11263,None,R00742,bccA,bccA
acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K15036,None,R00742,K15036,K15036
biotin carboxyl carrier protein,ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K15037,None,R00742,K15037,K15037
acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K18472,None,R00742,accD6,accD6
acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K18603,None,R00742,K18603,K18603
acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K18604,None,R00742,K18604,K18604
biotin carboxyl carrier protein,ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K18605,None,R00742,K18605,K18605
acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15],ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K19312,None,R00742,pccB,pccB
"acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]",ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,Bidirectional,6.4.1.2,K22568,None,R00742,pccX,pccX
alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+,Bidirectional,"1.1.1.2, 1.1.1.71",K00002,None,R00746,AKR1A1,AKR1A1
alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183],Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+,Bidirectional,"1.1.1.2, 1.1.1.71",K12957,None,R00746,ahr,ahr
alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Ethanol + NADP+ <=> Acetaldehyde + NADPH + H+,Bidirectional,"1.1.1.2, 1.1.1.71",K13979,None,R00746,yahK,yahK
