abbreviation,equation,direction,officialName,geneAssociation,subsystem,reaction_ID,Enzyme,Genes
bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11],"3-Phospho-D-glyceroyl phosphate <=> 2,3-Bisphospho-D-glycerate",Bidirectional,5.4.2.4,K01837,None,R01662,BPGM,BPGM
glucose-6-phosphatase [EC:3.1.3.9],alpha-D-Glucose 6-phosphate + H2O <=> alpha-D-Glucose + Orthophosphate,Bidirectional,3.1.3.9,K01084,None,R01788,G6PC,G6PC
sugar PTS system EIIA component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02777,None,R02738,crr,crr
glucose PTS system EIIB component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02778,None,R02738,ptsGb,ptsGb
glucose PTS system EIICB or EIICBA component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02779,None,R02738,ptsG,ptsG
maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K02791,None,R02738,malX,malX
glucose PTS system EIICBA or EIICB component [EC:2.7.1.199],Protein N(pi)-phospho-L-histidine + D-Glucose <=> Protein histidine + alpha-D-Glucose 6-phosphate,Bidirectional,2.7.1.199,K20118,None,R02738,ptsG,ptsG
glucose-6-phosphate 1-epimerase [EC:5.1.3.15],alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate,Bidirectional,"5.1.3.15, 5.3.1.9",K01792,None,R02739,E5.1.3.15,E5.1.3.15
beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Salicin <=> Protein histidine + Salicin 6-phosphate,Bidirectional,,K02753,None,R04394,ascF,ascF
sugar PTS system EIIA component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Salicin <=> Protein histidine + Salicin 6-phosphate,Bidirectional,,K02777,None,R04394,crr,crr
beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Arbutin <=> Protein histidine + Arbutin 6-phosphate,Bidirectional,,K02753,None,R05132,ascF,ascF
sugar PTS system EIIA component [EC:2.7.1.-],Protein N(pi)-phospho-L-histidine + Arbutin <=> Protein histidine + Arbutin 6-phosphate,Bidirectional,,K02777,None,R05132,crr,crr
6-phospho-beta-glucosidase [EC:3.2.1.86],Arbutin 6-phosphate + H2O <=> Hydroquinone + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01222,None,R05133,E3.2.1.86A,E3.2.1.86A
6-phospho-beta-glucosidase [EC:3.2.1.86],Arbutin 6-phosphate + H2O <=> Hydroquinone + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01223,None,R05133,E3.2.1.86B,E3.2.1.86B
6-phospho-beta-glucosidase [EC:3.2.1.86],Salicin 6-phosphate + H2O <=> Salicyl alcohol + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01222,None,R05134,E3.2.1.86A,E3.2.1.86A
6-phospho-beta-glucosidase [EC:3.2.1.86],Salicin 6-phosphate + H2O <=> Salicyl alcohol + beta-D-Glucose 6-phosphate,Bidirectional,3.2.1.86,K01223,None,R05134,E3.2.1.86B,E3.2.1.86B
alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8],Ethanol + 2 Ferricytochrome c <=> 2 Ferrocytochrome c + Acetaldehyde + 2 H+,Bidirectional,1.1.2.8,K00114,None,R05198,exaA,exaA
"methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7], methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]",Ethanol + 2 Ferricytochrome cL <=> Acetaldehyde + 2 Ferrocytochrome cL + 2 H+,Bidirectional,1.1.2.7,"K14028, K14029",None,R09127,"mdh1, mdh2","mdh1, mdh2"
"alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5], alcohol dehydrogenase (quinone), cytochrome c subunit [EC:1.1.5.5]",Ethanol + Ubiquinone <=> Acetaldehyde + Ubiquinol,Bidirectional,1.1.5.5,"K22473, K22474",None,R09479,"adhA, adhB","adhA, adhB"
"multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80]","2,3-Bisphospho-D-glycerate + H2O <=> 2-Phospho-D-glycerate + Orthophosphate",Bidirectional,3.1.3.80,K03103,None,R09532,MINPP1,MINPP1
glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90],D-Glyceraldehyde 3-phosphate + NAD+ + H2O <=> 3-Phospho-D-glycerate + NADH + H+,Bidirectional,1.2.1.90,K18978,None,R10860,gapN,gapN
phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.49,K01610,M00003,R00341,pckA,pckA
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,M00003,R00431,E4.1.1.32,E4.1.1.32
phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,M00003,R00726,E4.1.1.32,E4.1.1.32
citrate (Re)-synthase [EC:2.3.3.3],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K05942,"M00009, M00010",R00351,E2.3.3.3,E2.3.3.3
isocitrate dehydrogenase (NAD+) [EC:1.1.1.41],Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,Bidirectional,"1.1.1.41, 1.1.1.286",K00030,"M00009, M00010",R00709,IDH3,IDH3
aconitate hydratase [EC:4.2.1.3],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01681,"M00009, M00010",R01325,ACO,ACO
aconitate hydratase [EC:4.2.1.3],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01681,"M00009, M00010",R01900,ACO,ACO
isocitrate dehydrogenase [EC:1.1.1.42],Oxalosuccinate <=> 2-Oxoglutarate + CO2,Bidirectional,1.1.1.42,K00031,"M00009, M00010, M00740",R00268,IDH1,IDH1
citrate synthase [EC:2.3.3.1],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K01647,"M00009, M00010, M00740",R00351,CS,CS
isocitrate dehydrogenase [EC:1.1.1.42],Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+,Bidirectional,1.1.1.42,K00031,"M00009, M00010, M00740",R01899,IDH1,IDH1
2-methylcitrate synthase [EC:2.3.3.5],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K01659,"M00009, M00010, M00740, M00982",R00351,prpC,prpC
aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K27802,"M00009, M00010, M00740, M00982",R01325,acnA,acnA
aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K27802,"M00009, M00010, M00740, M00982",R01900,acnA,acnA
aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Citrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01682,"M00009, M00010, M00982",R01325,acnB,acnB
aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],Isocitrate <=> cis-Aconitate + H2O,Bidirectional,4.2.1.3,K01682,"M00009, M00010, M00982",R01900,acnB,acnB
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00025,"M00009, M00011",R00342,MDH1,MDH1
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00026,"M00009, M00011",R00342,MDH2,MDH2
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.5]",ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.5,"K01902, K01903","M00009, M00011",R00405,"sucD, sucC","sucD, sucC"
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900","M00009, M00011",R00432,"LSC1, LSC2","LSC1, LSC2"
2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2],2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2,Bidirectional,1.2.4.2,"K00164, K00658, K00382","M00009, M00011",R00621,OGDH,OGDH
multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2,Bidirectional,1.2.4.2,"K01616, K00382","M00009, M00011",R00621,kgd,kgd
"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",ITP + Succinate + CoA <=> IDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900","M00009, M00011",R00727,"LSC1, LSC2","LSC1, LSC2"
"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00174, K00175","M00009, M00011",R01196,"korA, korB","korA, korB"
"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Succinyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + 2-Oxoglutarate + CoA,Bidirectional,"1.2.7.3, 1.2.7.11","K00174, K00175","M00009, M00011",R01197,"korA, korB","korA, korB"
"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00234, K00235, K00236, K00237","M00009, M00011",R02164,"SDHA, SDHB, SDHC, SDHD","SDHA, SDHB, SDHC, SDHD"
"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00234, K00235, K00236, K25801","M00009, M00011",R02164,"SDHA, SDHB, SDHC, SDH4","SDHA, SDHB, SDHC, SDH4"
2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61],Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Bidirectional,2.3.1.61,"K00164, K00658, K00382","M00009, M00011",R02570,DLST,DLST
multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,Bidirectional,2.3.1.61,"K01616, K00382","M00009, M00011",R02570,kgd,kgd
2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2],3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.2,"K00164, K00658, K00382","M00009, M00011",R03316,OGDH,OGDH
multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61],3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.2,"K01616, K00382","M00009, M00011",R03316,kgd,kgd
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00164, K00658, K00382","M00009, M00011",R07618,DLD,DLD
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K01616, K00382","M00009, M00011",R07618,DLD,DLD
succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate,Bidirectional,2.8.3.18,K18118,"M00009, M00011",R10343,aarC,aarC
malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00024,"M00009, M00011, M00740, M00982",R00342,mdh,mdh
malate dehydrogenase (quinone) [EC:1.1.5.4],(S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone,Bidirectional,1.1.5.4,K00116,"M00009, M00011, M00982",R00361,mqo,mqo
"fumarate hydratase, class I [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01676,"M00009, M00011, M00982",R01082,E4.2.1.2A,E4.2.1.2A
"fumarate hydratase subunit alpha [EC:4.2.1.2], fumarate hydratase subunit beta [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,"K01677, K01678","M00009, M00011, M00982",R01082,"E4.2.1.2AA, E4.2.1.2AB","E4.2.1.2AA, E4.2.1.2AB"
"fumarate hydratase, class II [EC:4.2.1.2]",(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01679,"M00009, M00011, M00982",R01082,E4.2.1.2B,E4.2.1.2B
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase cytochrome b subunit",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00239, K00240, K00241","M00009, M00011, M00982",R02164,"sdhA, sdhB, sdhC","sdhA, sdhB, sdhC"
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00244, K00245, K00246","M00009, M00011, M00982",R02164,"frdA, frdB, frdC","frdA, frdB, frdC"
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162, K00627, K00382",M00307,R00014,"PDHA, PDHB","PDHA, PDHB"
pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00163, K00627, K00382",M00307,R00014,aceE,aceE
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172",M00307,R01196,"porA, porB, porD, porC","porA, porB, porD, porC"
"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00189",M00307,R01196,"porA, porB, porD, vorG","porA, porB, porD, vorG"
pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Bidirectional,"1.2.7.1, 1.2.7.11",K03737,M00307,R01196,por,por
pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Bidirectional,2.3.1.12,"K00161, K00162, K00627, K00382",M00307,R02569,DLAT,DLAT
pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Bidirectional,2.3.1.12,"K00163, K00627, K00382",M00307,R02569,DLAT,DLAT
"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.1,"K00161, K00162, K00627, K00382",M00307,R03270,"PDHA, PDHB","PDHA, PDHB"
pyruvate dehydrogenase E1 component [EC:1.2.4.1],2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Bidirectional,1.2.4.1,"K00163, K00627, K00382",M00307,R03270,aceE,aceE
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00161, K00162, K00627, K00382",M00307,R07618,DLD,DLD
dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,"K00163, K00627, K00382",M00307,R07618,DLD,DLD
pyruvate decarboxylase [EC:4.1.1.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1",K01568,None,R00014,PDC,PDC
"acetolactate synthase I/II/III large subunit [EC:2.2.1.6], acetolactate synthase I/III small subunit [EC:2.2.1.6]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K01653",None,R00014,"E2.2.1.6L, E2.2.1.6S","E2.2.1.6L, E2.2.1.6S"
acetolactate synthase II small subunit [EC:2.2.1.6],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Bidirectional,"1.2.4.1, 2.2.1.6, 4.1.1.1",K11258,None,R00014,ilvM,ilvM
pyruvate carboxylase [EC:6.4.1.1],ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,Bidirectional,6.4.1.1,K01958,None,R00344,PC,PC
"pyruvate carboxylase subunit A [EC:6.4.1.1], pyruvate carboxylase subunit B [EC:6.4.1.1]",ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,Bidirectional,6.4.1.1,"K01959, K01960",None,R00344,"pycA, pycB","pycA, pycB"
2-methylcitrate synthase [EC:2.3.3.5],Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,Bidirectional,"2.3.3.1, 2.3.3.3, 2.3.3.5, 2.3.3.16",K27797,None,R00351,MCSA,MCSA
ATP citrate (pro-S)-lyase [EC:2.3.3.8],ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate,Bidirectional,2.3.3.8,K01648,None,R00352,ACLY,ACLY
ATP-citrate lyase alpha-subunit [EC:2.3.3.8],ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate,Bidirectional,2.3.3.8,K15230,None,R00352,aclA,aclA
ATP-citrate lyase beta-subunit [EC:2.3.3.8],ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate,Bidirectional,2.3.3.8,K15231,None,R00352,aclB,aclB
isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286],Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,Bidirectional,"1.1.1.41, 1.1.1.286",K17753,None,R00709,HICDH,HICDH
fumarate hydratase D [EC:4.2.1.2],(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01675,None,R01082,fumD,fumD
fumarate hydratase E [EC:4.2.1.2],(S)-Malate <=> Fumarate + H2O,Bidirectional,4.2.1.2,K01774,None,R01082,fumE,fumE
"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Bidirectional,1.3.5.1,"K00233, K25995, K25996",None,R02164,"frdA, frdB, frdC","frdA, frdB, frdC"
fumarate reductase (cytochrome) [EC:1.3.2.4],Succinate + 2 Ferricytochrome c <=> Fumarate + 2 Ferrocytochrome c,Bidirectional,1.3.2.4,K26318,None,R13137,fccA,fccA
"NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03878, K03879, K03880, K03881, K03882, K03883, K03884",M00142,R11945,"ND1, ND2, ND3, ND4, ND4L, ND5, ND6","ND1, ND2, ND3, ND4, ND4L, ND5, ND6"
"NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 4, NADH dehydrogenase (ubiquinone) Fe-S protein 5, NADH dehydrogenase (ubiquinone) Fe-S protein 6, NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03934, K03935, K03936, K03937, K03938, K03939, K03940, K03941, K03942, K03943",M00143,R11945,"NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2","NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2"
"NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C [EC:7.1.1.2], NADH-quinone oxidoreductase subunit D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K00330, K00331, K00332, K00333, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343",M00144,R11945,"nuoA, nuoB, nuoC, nuoD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN","nuoA, nuoB, nuoC, nuoD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN"
