md,name,eq,way,ec,ko,rn,symbol,map,mdk
Pentose phosphate,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],D-Xylulose 5-phosphate + Orthophosphate <=> Acetyl phosphate + D-Glyceraldehyde 3-phosphate + H2O,Forward,4.1.2.9,K01621,R01621,xfp,map00030,NA
Pentose phosphate,glucose 1-dehydrogenase [EC:1.1.1.47],"beta-D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+",Forward,1.1.1.47,K00034,R01521,gdh,map00030,NA
Pentose phosphate,aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359],"D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+",Forward,"1.1.1.119, 1.1.1.359, 1.1.1.360",K18125,R07147,ssgdh,map00030,NA
Pentose phosphate,glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360],"D-Glucose + NADP+ <=> D-Glucono-1,5-lactone + NADPH + H+",Forward,"1.1.1.119, 1.1.1.359, 1.1.1.360",K18124,R07147,gdh2,map00030,NA
Pentose phosphate,glucose 1-dehydrogenase [EC:1.1.1.47],"beta-D-Glucose + NAD+ <=> D-Glucono-1,5-lactone + NADH + H+",Forward,1.1.1.47,K00034,R01520,gdh,map00030,NA
Pentose phosphate,gluconolactonase [EC:3.1.1.17],"D-Glucono-1,5-lactone + H2O <=> D-Gluconic acid",Bidirectional,3.1.1.17,K01053,R01519,gnl,map00030,NA
Pentose phosphate,gluconate/galactonate dehydratase [EC:4.2.1.140],D-Gluconic acid <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,Bidirectional,"4.2.1.39, 4.2.1.140",K05308,R01538,gnaD,map00030,"M00308, M00309, M00633"
Pentose phosphate,2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178],ATP + 2-Dehydro-3-deoxy-D-gluconate <=> ADP + 2-Dehydro-3-deoxy-6-phospho-D-gluconate,Bidirectional,"2.7.1.45, 2.7.1.178",K18126,R01541,sskdgK,map00030,M00633
Pentose phosphate,2-dehydro-3-deoxygluconokinase [EC:2.7.1.45],ATP + 2-Dehydro-3-deoxy-D-gluconate <=> ADP + 2-Dehydro-3-deoxy-6-phospho-D-gluconate,Bidirectional,"2.7.1.45, 2.7.1.178",K00874,R01541,kdgK,map00030,"M00061, M00308, M00631"
Pentose phosphate,2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14],2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate,Bidirectional,"4.1.2.14, 4.1.2.55",K17463,R05605,dgaF,map00030,"M00061, M00631"
Pentose phosphate,2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55],2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate,Bidirectional,"4.1.2.14, 4.1.2.55",K11395,R05605,kdpgA,map00030,"M00309, M00633"
Pentose phosphate,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],2-Dehydro-3-deoxy-6-phospho-D-gluconate <=> D-Glyceraldehyde 3-phosphate + Pyruvate,Bidirectional,"4.1.2.14, 4.1.2.55",K01625,R05605,eda,map00030,"M00008, M00061, M00308, M00631"
Pentose phosphate,2-ketogluconate reductase [EC:1.1.1.215],D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+,Bidirectional,1.1.1.215,K22229,R01739,K22229,map00030,NA
Pentose phosphate,glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215],D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+,Bidirectional,1.1.1.215,K00090,R01739,ghrB,map00030,NA
Pentose phosphate,dehydrogluconokinase [EC:2.7.1.13],ATP + 2-Keto-D-gluconic acid <=> ADP + 6-Phospho-2-dehydro-D-gluconate,Bidirectional,2.7.1.13,K11441,R02658,kguK,map00030,NA
Pentose phosphate,phosphogluconate 2-dehydrogenase [EC:1.1.1.43],6-Phospho-D-gluconate + NAD+ <=> 6-Phospho-2-dehydro-D-gluconate + NADH + H+,Bidirectional,1.1.1.43,K00032,R02032,E1.1.1.43,map00030,NA
Pentose phosphate,phosphogluconate dehydratase [EC:4.2.1.12],6-Phospho-D-gluconate <=> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + H2O,Bidirectional,4.2.1.12,K01690,R02036,edd,map00030,M00008
Pentose phosphate,aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359],"D-Glucose + NAD+ <=> D-Glucono-1,5-lactone + NADH + H+",Forward,1.1.1.359,K18125,R1.1.1.1.359.B,ssgdh,map00052,NA
Pentose phosphate,2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51],2-Dehydro-3-deoxy-D-gluconate <=> D-Glyceraldehyde + Pyruvate,Bidirectional,"4.1.2.51, 4.1.2.55",K18127,R08570,kdgA,map00030,M00309
Pentose phosphate,2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55],2-Dehydro-3-deoxy-D-gluconate <=> D-Glyceraldehyde + Pyruvate,Bidirectional,"4.1.2.51, 4.1.2.55",K11395,R08570,kdpgA,map00030,"M00309, M00633"
Pentose phosphate,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5],D-Glyceraldehyde + H2O + Oxidized ferredoxin <=> D-Glycerate + H+ + Reduced ferredoxin,Bidirectional,1.2.7.5,K03738,R08571,aor,map00030,M00309
Pentose phosphate,glycerate 2-kinase [EC:2.7.1.165],D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP,Bidirectional,2.7.1.165,K00865,R08572,glxK,"map00030, map00630, map00680",NA
Pentose phosphate,glycerate 2-kinase [EC:2.7.1.165],D-Glycerate + ATP <=> 2-Phospho-D-glycerate + ADP,Bidirectional,2.7.1.165,K11529,R08572,gck,"map00030, map00630, map00680",NA
Methylglyoxal shunt,methylglyoxal synthase [EC:4.2.3.3],Glycerone phosphate <=> Methylglyoxal + Orthophosphate,Forward,4.2.3.3,K01734,R01016,mgsA,map00640,NA
Methylglyoxal shunt,lactoylglutathione lyase [EC:4.4.1.5],(R)-S-Lactoylglutathione <=> Glutathione + Methylglyoxal,Bidirectional,4.4.1.5,K01759,R02530,GLO1,map00620,NA
Methylglyoxal shunt,hydroxyacylglutathione hydrolase [EC:3.1.2.6],(R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate,Bidirectional,3.1.2.6,K01069,R01736,gloB,map00620,NA
Methylglyoxal shunt,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,"1.1.1.78, 1.1.1.79",K00049,R02527,GRHPR,map00620,NA
Methylglyoxal shunt,glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81],(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,"1.1.1.78, 1.1.1.79",K12972,R02527,ghrA,map00620,NA
Methylglyoxal shunt,glycerol dehydrogenase [EC:1.1.1.6],(S)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,Bidirectional,1.1.1.6,K00005,R10715,gldA,map00640,NA
Methylglyoxal shunt,lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],Methylglyoxal + NAD+ + H2O <=> Pyruvate + NADH + H+,Bidirectional,"1.2.1.22, 1.2.1.23",K07248,R00203,aldA,map00620,NA
Malate shunt,malate dehydrogenase (decarboxylating) [EC:1.1.1.39],(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,Bidirectional,"1.1.1.38, 1.1.1.39",K00028,R00214,E1.1.1.39,"map00620, map00710",NA
Malate shunt,malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],(S)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,Bidirectional,"1.1.1.38, 1.1.1.39",K00027,R00214,ME2,"map00620, map00710",NA
Malate shunt,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00024,R00342,mdh,"map00020, map00620, map00630, map00680, map00710, map00720","M00009, M00011, M00740, M00982, M00168, M00012, M00740, M00346, M00173, M00374, M00620"
Malate shunt,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00025,R00342,MDH1,"map00020, map00620, map00630, map00680, map00710, map00720",NA
Malate shunt,malate dehydrogenase [EC:1.1.1.37],(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,Bidirectional,"1.1.1.37, 1.1.1.299",K00026,R00342,MDH2,"map00020, map00620, map00630, map00680, map00710, map00720",NA
Malate shunt,carboxybiotin decarboxylase [EC:7.2.4.1],Oxaloacetate + 2 Na+[side 1] <=> Pyruvate + CO2 + 2 Na+[side 2],Bidirectional,7.2.4.2,K20509,R12212,madB,map00620,NA
Malate shunt,"oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2], oxaloacetate decarboxylase (Na+ extruding) subunit gamma",Oxaloacetate + 2 Na+[side 1] <=> Pyruvate + CO2 + 2 Na+[side 2],Bidirectional,7.2.4.2,"K01571, K01573",R12212,"oadA, oadG",map00620,NA
Malate shunt,oxaloacetate decarboxylase [EC:4.1.1.112],Oxaloacetate <=> Pyruvate + CO2,Bidirectional,"1.1.1.38, 1.1.1.40, 4.1.1.112",K01003,R00217,bcpA,map00620,NA
Malate shunt,malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],(S)-Malate + NADP+ <=> Pyruvate + CO2 + NADPH + H+,Bidirectional,1.1.1.40,K00029,R00216,maeB,"map00620, map00710","M00169, M00172"
Malate shunt,phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],ATP + Oxaloacetate <=> ADP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.49,K01610,R00341,pckA,"map00010, map00020, map00620, map00710",NA
Malate shunt,phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,R00431,E4.1.1.32,"map00010, map00020, map00620",NA
Malate shunt,phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32],ITP + Oxaloacetate <=> IDP + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.32,K01596,R00726,E4.1.1.32,"map00010, map00020, map00620",NA
Malate shunt,pyruvate carboxylase [EC:6.4.1.1],ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,Bidirectional,6.4.1.1,K01958,R00344,PC,"map00020, map00620, map00720",NA
Malate shunt,"pyruvate carboxylase subunit A [EC:6.4.1.1], pyruvate carboxylase subunit B [EC:6.4.1.1]",ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,Bidirectional,6.4.1.1,"K01959, K01960",R00344,"pycA, pycB","map00020, map00620, map00720",NA
Malate shunt,phosphoenolpyruvate carboxylase [EC:4.1.1.31],Orthophosphate + Oxaloacetate <=> H2O + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.31,K01595,R00345,ppc,"map00620, map00680, map00710, map00720","M00168, M00172, M00346, M00168, M00170, M00171, M00172, M00173, M00374"
Malate shunt,malate dehydrogenase (NADP+) [EC:1.1.1.82],(S)-Malate + NADP+ <=> Oxaloacetate + NADPH + H+,Bidirectional,"1.1.1.82, 1.1.1.299",K00051,R00343,E1.1.1.82,"map00620, map00710",M00172
Malate shunt,phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38],Diphosphate + Oxaloacetate <=> Orthophosphate + Phosphoenolpyruvate + CO2,Bidirectional,4.1.1.38,K20370,R00346,PEPCK,map00620,NA
Pyruvate decarboxylation,pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2,Forward,1.2.4.1,K00163,R01699,aceE,NA,NA
Pyruvate decarboxylation,"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + CO2,Forward,1.2.4.1,"K00161, K00162",R01699,"PDHA, PDHB",NA,NA
Pyruvate decarboxylation,"acetolactate synthase I/II/III large subunit [EC:2.2.1.6], acetolactate synthase I/III small subunit [EC:2.2.1.6]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K01653",R00014,"E2.2.1.6L, E2.2.1.6S","map00010, map00020, map00620",NA
Pyruvate decarboxylation,"acetolactate synthase II small subunit [EC:2.2.1.6], acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1","K01652, K11258",R00014,"ilvM, E2.2.1.6L","map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate decarboxylase [EC:4.1.1.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1",K01568,R00014,PDC,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate dehydrogenase E1 component [EC:1.2.4.1],Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1",K00163,R00014,aceE,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",Pyruvate + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate + CO2,Forward,"1.2.4.1, 2.2.1.6, 4.1.1.1","K00161, K00162",R00014,"PDHA, PDHB","map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate dehydrogenase E1 component [EC:1.2.4.1],2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Forward,1.2.4.1,K00163,R03270,aceE,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,"pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1], pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]",2-(alpha-Hydroxyethyl)thiamine diphosphate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine + Thiamin diphosphate,Forward,1.2.4.1,"K00161, K00162",R03270,"PDHA, PDHB","map00010, map00020, map00620",NA
Pyruvate decarboxylation,pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12],Acetyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,Reverse,2.3.1.12,K00627,R02569,DLAT,"map00010, map00020, map00620",NA
Pyruvate decarboxylation,dihydrolipoyl dehydrogenase [EC:1.8.1.4],Enzyme N6-(dihydrolipoyl)lysine + NAD+ <=> Enzyme N6-(lipoyl)lysine + NADH + H+,Bidirectional,1.8.1.4,K00382,R07618,DLD,"map00010, map00020, map00620, map00640",NA
Pyruvate decarboxylation,formate C-acetyltransferase [EC:2.3.1.54],Acetyl-CoA + Formate <=> CoA + Pyruvate,Reverse,2.3.1.54,K00656,R00212,E2.3.1.54,"map00620, map00650",NA
Pyruvate decarboxylation,"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11], 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11","K00174, K00175",R01196,"korA, korB","map00010, map00020, map00620, map00650, map00680, map00720",NA
Pyruvate decarboxylation,"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], 2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00189",R01196,"porA, porB, porD, vorG","map00010, map00020, map00620",M00307
Pyruvate decarboxylation,"pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1], pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]",2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11","K00169, K00170, K00171, K00172",R01196,"porA, porB, porD, porC","map00010, map00020, map00620, map00650, map00680, map00720",NA
Pyruvate decarboxylation,pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,Reverse,"1.2.7.1, 1.2.7.11",K03737,R01196,por,"map00010, map00020, map00620, map00650, map00680, map00720",NA
Lactate formation,(R)-lactaldehyde:NAD+ 2-oxidoreductase,(R)-Lactaldehyde + NAD+ + H2O <=> (R)-Lactate + NADH + H+,Bidirectional,1.2.1.23,NA,R01735,NA,NA,NA
Lactate formation,D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124],(R)-Lactate <=> Methylglyoxal + H2O,Bidirectional,4.2.1.130,K05523,R09796,hchA,map00620,NA
Lactate formation,D-lactate dehydratase [EC:4.2.1.130],(R)-Lactate <=> Methylglyoxal + H2O,Bidirectional,4.2.1.130,K18881,R09796,DJ1D,map00620,NA
Lactate formation,D-lactate dehydratase [EC:4.2.1.130],(R)-Lactate <=> Methylglyoxal + H2O,Bidirectional,4.2.1.130,K22211,R09796,GLX3,map00620,NA
Lactate formation,lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21],(S)-Lactaldehyde + NAD+ + H2O <=> (S)-Lactate + NADH + H+,Bidirectional,1.2.1.22,K07248,R01446,aldA,map00620,NA
Lactate formation,lactaldehyde dehydrogenase [EC:1.2.1.22],(S)-Lactaldehyde + NAD+ + H2O <=> (S)-Lactate + NADH + H+,Bidirectional,1.2.1.22,K19266,R01446,E1.2.1.22,map00620,NA
Lactate formation,L-lactate dehydrogenase [EC:1.1.1.27],(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.27,K00016,R00703,LDH,"map00010, map00620",NA
Lactate formation,D-lactate dehydrogenase,(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.28,K18930,R00704,dld,map00620,NA
Lactate formation,D-lactate dehydrogenase (acceptor) [EC:1.1.99.6],(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.28,K21836,R00704,dld,map00620,NA
Lactate formation,D-lactate dehydrogenase (quinone) [EC:1.1.5.12],(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.28,K03777,R00704,dld,map00620,NA
Lactate formation,D-lactate dehydrogenase [EC:1.1.1.28],(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,Bidirectional,1.1.1.28,K03778,R00704,ldhA,map00620,NA
Lactate formation,lactate racemase [EC:5.1.2.1],(S)-Lactate <=> (R)-Lactate,Bidirectional,5.1.2.1,K22373,R01450,larA,map00620,NA
Acetate formation,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K00625,R00230,pta,"map00620, map00680, map00720","M00579, M00357"
Acetate formation,phosphate acetyltransferase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K13788,R00230,pta,"map00620, map00680, map00720",NA
Acetate formation,phosphotransacetylase,Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K04020,R00230,eutD,"map00620, map00680, map00720",NA
Acetate formation,putative phosphotransacetylase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K15024,R00230,K15024,"map00620, map00680, map00720",NA
Acetate formation,acetate kinase [EC:2.7.2.1],ATP + Acetate <=> ADP + Acetyl phosphate,Bidirectional,"2.7.2.1, 2.7.2.15",K00925,R00315,ackA,"map00620, map00680, map00720","M00579, M00357"
Acetate formation,succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate,Bidirectional,2.8.3.18,K18118,R10343,aarC,"map00020, map00620, map00650",NA
Acetate formation,"succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]",GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.4,"K01899, K01900",R00432,"LSC1, LSC2","map00020, map00640",NA
Acetate formation,"succinyl-CoA synthetase alpha subunit [EC:6.2.1.5], succinyl-CoA synthetase beta subunit [EC:6.2.1.5]",ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA,Bidirectional,6.2.1.5,"K01902, K01903",R00405,"sucD, sucC","map00020, map00640, map00720",NA
Acetate formation,acetate---CoA ligase (ADP-forming) [EC:6.2.1.13],ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,K24012,R00229,acdAB,"map00010, map00620",NA
Acetate formation,"acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13], acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]",ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,"K01905, K22224",R00229,"acdA, acdB","map00010, map00620",NA
Acetate formation,acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01913,R00235,AAE7,"map00010, map00630, map00680, map00720",NA
Acetate formation,acetyl-CoA synthetase [EC:6.2.1.1],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01895,R00235,ACSS1_2,"map00010, map00630, map00680, map00720",NA
Acetate formation,acetate CoA-transferase [EC:2.8.3.8],Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,Bidirectional,2.8.3.8,K19709,R01179,ydiF,map00650,NA
Acetate formation,"acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9], acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]",Butanoyl-CoA + Acetate <=> Butanoic acid + Acetyl-CoA,Bidirectional,2.8.3.8,"K01034, K01035",R01179,"atoD, atoA",map00650,NA
Acetate formation,phosphate butyryltransferase [EC:2.3.1.19],Butanoyl-CoA + Orthophosphate <=> CoA + Butanoylphosphate,Bidirectional,2.3.1.19,K00634,R01174,ptb,map00650,NA
Acetate formation,butyrate kinase [EC:2.7.2.7],ATP + Butanoic acid <=> ADP + Butanoylphosphate,Bidirectional,2.7.2.7,K00929,R01688,buk,map00650,NA
Ethanol formation,pyruvate decarboxylase [EC:4.1.1.1],Acetaldehyde + Thiamin diphosphate <=> 2-(alpha-Hydroxyethyl)thiamine diphosphate,Reverse,4.1.1.1,K01568,R00755,PDC,map00010,NA
Ethanol formation,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K00121,R00754,frmA,"map00010, map00620",NA
Ethanol formation,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K04072,R00754,adhE,"map00010, map00620",NA
Ethanol formation,alcohol dehydrogenase,Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K04022,R00754,eutG,"map00010, map00620",NA
Ethanol formation,alcohol dehydrogenase 1/7 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13951,R00754,ADH1_7,"map00010, map00620",NA
Ethanol formation,alcohol dehydrogenase 4 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13980,R00754,ADH4,"map00010, map00620",NA
Ethanol formation,alcohol dehydrogenase 6 [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13952,R00754,ADH6,"map00010, map00620",NA
Ethanol formation,alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K00001,R00754,E1.1.1.1,"map00010, map00620",NA
Ethanol formation,alcohol dehydrogenase [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13954,R00754,yiaY,"map00010, map00620",NA
Ethanol formation,alcohol dehydrogenase class-P [EC:1.1.1.1],Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K18857,R00754,ADH1,"map00010, map00620",NA
Ethanol formation,"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",Ethanol + NAD+ <=> Acetaldehyde + NADH + H+,Bidirectional,"1.1.1.1, 1.1.1.71",K13953,R00754,adhP,"map00010, map00620",NA
Ethanol formation,acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Bidirectional,1.2.1.10,K00132,R00228,E1.2.1.10,map00620,NA
Ethanol formation,acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],Acetaldehyde + CoA + NAD+ <=> Acetyl-CoA + NADH + H+,Bidirectional,1.2.1.10,K04072,R00228,adhE,map00620,NA
