md,name,eq,way,ec,ko,rn,symbol,map,mdk
Oxygen reduction by electron carriers,"cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I [EC:7.1.1.9], cytochrome c oxidase subunit III [EC:7.1.1.9]",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O* + 4 H+,Forward,7.1.1.9,"K02275, K02274, K02276",R00081,"coxB, coxA, coxC",map00190,M00155
Oxygen reduction by electron carriers,"cytochrome c oxidase subunit II [EC:7.1.1.9], cytochrome c oxidase subunit I+III [EC:7.1.1.9]",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O* + 4 H+,Forward,7.1.1.9,"K02275, K15408",R00081,"coxB, coxAC",map00190,M00155
Oxygen reduction by electron carriers,"heme o synthase [EC:2.5.1.141], cytochrome c oxidase subunit 3, cytochrome c oxidase subunit 1 [EC:7.1.1.9], cytochrome c oxidase subunit 2, cytochrome c oxidase subunit 4, cytochrome c oxidase subunit 5a, cytochrome c oxidase subunit 5b, cytochrome c oxidase subunit 6a, cytochrome c oxidase subunit 6b, cytochrome c oxidase subunit 6c, cytochrome c oxidase subunit 7a, cytochrome c oxidase subunit 7c, cytochrome c oxidase assembly protein subunit 11, heme a synthase [EC:1.17.99.9], cytochrome c oxidase assembly protein subunit 17",Oxygen + 4 Ferrocytochrome c + 8 H+ <=> 4 Ferricytochrome c + 2 H2O* + 4 H+,Forward,7.1.1.9,"K02257, K02262, K02256, K02261, K02263, K02264, K02265, K02266, K02267, K02268, K02270, K02272, K02258, K02259, K02260",R00081,"COX10, COX3, COX1, COX2, COX4, COX5A, COX5B, COX6A, COX6B, COX6C, COX7A, COX7C, COX11, COX15, COX17",map00190,M00154
Oxygen reduction by electron carriers,"cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7], cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7], cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]",2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O* + 4 H+,Forward,7.1.1.7,"K00425, K00426",R11325,"cydA, cydB, cydX",map00190,M00153
Oxygen reduction by electron carriers,"cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7], cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7], cytochrome bd-II ubiquinol oxidase subunit AppX [EC:7.1.1.7]",2 Ubiquinol + Oxygen + 4 H+ <=> 2 Ubiquinone + 2 H2O* + 4 H+,Forward,7.1.1.7,"K00425, K00426, K22501",R11325,"cydA, cydB, appX",map00190,M00153
Oxygen reduction by electron carriers,"cytochrome aa3-600 menaquinol oxidase subunit I [EC:7.1.1.5], cytochrome aa3-600 menaquinol oxidase subunit II [EC:7.1.1.5], cytochrome aa3-600 menaquinol oxidase subunit III [EC:7.1.1.5], cytochrome aa3-600 menaquinol oxidase subunit IV [EC:7.1.1.5]",2 Hydroquinone + Oxygen + 8 H+[side 1] <=> 2 Quinone + 2 H2O + 8 H+[side 2],Forward,7.1.1.A,"K02827, K02826, K02828, K02829",R7.1.1.A,"qoxB, qoxA, qoxC, qoxD",map00190,M00416
Oxygen reduction by electron carriers,"cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3], cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3], cytochrome o ubiquinol oxidase subunit III, cytochrome o ubiquinol oxidase subunit IV",2 Ubiquinol + Oxygen + 8 H+ <=> 2 Ubiquinone + 2 H2O* + 8 H+,Forward,7.1.1.3,"K02297, K02298, K02299, K02300",R11335,"cyoA, cyoB, cyoC, cyoD",map00190,M00417
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02131, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08",map00190,M00158
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02131, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08",map00190,M00158
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02130, K02140, K02141, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeF0F, ATPeFG, ATPeFH, ATPeF08",map00190,M00158
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATP synthase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K01549, K02139, K02140, K02141, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, TIM11, ATPeFF, ATPeFG, ATPeFH, ATPeF08",map00190,M00158
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02131, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeF0F6, ATPeF08",map00190,M00158
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit 6, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02131, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeF0F6, ATPeF08",map00190,M00158
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02130, K02140, K02141, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeF0F, ATPeFG, ATPeFH, ATPeF08",map00190,M00158
ATP formation,"F-type H+-transporting ATPase subunit alpha, F-type H+-transporting ATPase subunit beta [EC:7.1.2.2], F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit O, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, F-type H+-transporting ATPase subunit d, F-type H+-transporting ATPase subunit e, F-type H+-transporting ATPase subunit f, F-type H+-transporting ATPase subunit g, F-type H+-transporting ATPase subunit h, F-type H+-transporting ATPase subunit 8",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02132, K02133, K02136, K02134, K02135, K02137, K02126, K02127, K02128, K02138, K02129, K02139, K02140, K02141, K02125",R7.1.2.2,"ATPeF1A, ATPeF1B, ATPeF1G, ATPeF1D, ATPeF1E, ATPeF0O, ATPeF0A, ATPeF0B, ATPeF0C, ATPeF0D, ATPeF0E, ATPeFF, ATPeFG, ATPeFH, ATPeF08",map00190,M00158
ATP formation,"F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1], F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1], F-type H+-transporting ATPase subunit delta, F-type H+-transporting ATPase subunit epsilon, F-type H+-transporting ATPase subunit gamma, F-type H+-transporting ATPase subunit a, F-type H+-transporting ATPase subunit b, F-type H+-transporting ATPase subunit c, V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1], V/A-type H+/Na+-transporting ATPase subunit B, V/A-type H+/Na+-transporting ATPase subunit C, V/A-type H+/Na+-transporting ATPase subunit D, V/A-type H+/Na+-transporting ATPase subunit E, V/A-type H+/Na+-transporting ATPase subunit F, V/A-type H+/Na+-transporting ATPase subunit G/H, V/A-type H+/Na+-transporting ATPase subunit I, V/A-type H+/Na+-transporting ATPase subunit K",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02107, K02108, K02109, K02110, K02111, K02112, K02113, K02114, K02115, K02117, K02118, K02119, K02120, K02121, K02122, K02123, K02124",R7.1.2.2,"ATPF1A, ATPF1B, ATPF1D, ATPF1E, ATPF1G, ATPF0A, ATPF0B, ATPF0C, ATPVA, ATPVB, ATPVC, ATPVD, ATPVE, ATPVF, ATPVG, ATPVI, ATPVK","map00190, map00195","M00157, M00159"
ATP formation,"V-type H+-transporting ATPase subunit A [EC:7.1.2.2], V-type H+-transporting ATPase subunit B, V-type H+-transporting ATPase subunit C, V-type H+-transporting ATPase subunit D, V-type H+-transporting ATPase subunit E, V-type H+-transporting ATPase subunit F, V-type H+-transporting ATPase subunit G, V-type H+-transporting ATPase subunit H, V-type H+-transporting ATPase subunit a, V-type H+-transporting ATPase 16kDa proteolipid subunit, V-type H+-transporting ATPase subunit d, V-type H+-transporting ATPase subunit e, V-type H+-transporting ATPase S1 subunit",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02145, K02147, K02148, K02149, K02150, K02151, K02152, K02144, K02154, K02155, K02146, K02153, K03662",R7.1.2.2,"ATPeV1A, ATPeV1B, ATPeV1C, ATPeV1D, ATPeV1E, ATPeV1F, ATPeV1G, ATPeV1H, ATPeV0A, ATPeV0C, ATPeV0D, ATPeV0E, ATPeVS1",map00190,M00160
ATP formation,"V-type H+-transporting ATPase subunit A [EC:7.1.2.2], V-type H+-transporting ATPase subunit B, V-type H+-transporting ATPase subunit C, V-type H+-transporting ATPase subunit D, V-type H+-transporting ATPase subunit E, V-type H+-transporting ATPase subunit F, V-type H+-transporting ATPase subunit G, V-type H+-transporting ATPase subunit H, V-type H+-transporting ATPase subunit a, V-type H+-transporting ATPase 21kDa proteolipid subunit, V-type H+-transporting ATPase subunit d, V-type H+-transporting ATPase subunit e, V-type H+-transporting ATPase S1 subunit",ATP + H2O + 4 H+[side 1] <=> ADP + Orthophosphate + 4 H+[side 2],Reverse,7.1.2.2,"K02145, K02147, K02148, K02149, K02150, K02151, K02152, K02144, K02154, K03661, K02146, K02153, K03662",R7.1.2.2,"ATPeV1A, ATPeV1B, ATPeV1C, ATPeV1D, ATPeV1E, ATPeV1F, ATPeV1G, ATPeV1H, ATPeV0A, ATPeV0B, ATPeV0D, ATPeV0E, ATPeVS1",map00190,M00160
ATP formation,"F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1], F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1], V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]",ATP + H2O + Na+[side 1] <=> ADP + Orthophosphate + Na+[side 2],Reverse,7.2.2.1,"K02111, K02112, K02117",R7.2.2.1,"ATPF1A, ATPF1B, ATPVA",NA,NA
ATP formation,K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1],Diphosphate + H2O + Na+[side 1] <=> 2 Orthophosphate + Na+[side 2],Bidirectional,7.2.3.1,K15987,R7.2.3.1,hppA,NA,NA
Redox balance,NA,NADPH + NAD+ <=> NADP+ + NADH,Bidirectional,NA,NA,R00112,NA,NA,NA
