md,name,eq,way,ec,ko,rn,symbol,map,mdk
TCA cycle,phosphotransacetylase,Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K04020,R00230,eutD,"map00620, map00680, map00720",NA
TCA cycle,putative phosphotransacetylase [EC:2.3.1.8],Acetyl-CoA + Orthophosphate <=> CoA + Acetyl phosphate,Bidirectional,2.3.1.8,K15024,R00230,K15024,"map00620, map00680, map00720",NA
TCA cycle,acetate kinase [EC:2.7.2.1],ATP + Acetate <=> ADP + Acetyl phosphate,Bidirectional,"2.7.2.1, 2.7.2.15",K00925,R00315,ackA,"map00620, map00680, map00720","M00579, M00357"
TCA cycle,acetate---CoA ligase (ADP-forming) [EC:6.2.1.13],ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,K24012,R00229,acdAB,"map00010, map00620",NA
TCA cycle,"acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13], acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]",ATP + Acetate + CoA <=> ADP + Acetyl-CoA + Orthophosphate,Bidirectional,6.2.1.13,"K01905, K22224",R00229,"acdA, acdB","map00010, map00620",NA
TCA cycle,acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01913,R00235,AAE7,"map00010, map00630, map00680, map00720",NA
TCA cycle,acetyl-CoA synthetase [EC:6.2.1.1],ATP + Acetate + CoA <=> AMP + Diphosphate + Acetyl-CoA,Bidirectional,6.2.1.1,K01895,R00235,ACSS1_2,"map00010, map00630, map00680, map00720",NA
TCA cycle,ATP citrate (pro-S)-lyase [EC:2.3.3.8],ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate,Bidirectional,2.3.3.8,K01648,R00352,ACLY,"map00020, map00720",NA
TCA cycle,"ATP-citrate lyase alpha-subunit [EC:2.3.3.8], ATP-citrate lyase beta-subunit [EC:2.3.3.8]",ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate,Bidirectional,2.3.3.8,"K15230, K15231",R00352,"aclA, aclB",map00720,M00173
Wood Ljungdahl,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],Formate + NADP+ <=> CO2 + NADPH + H+,Bidirectional,1.17.1.10,K05299,R00134,fdhA,map00720,M00377
Wood Ljungdahl,"formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-], iron hydrogenase HydA2 [EC:1.12.7.-], FeS-containing electron transfer protein",Formate + 2 H+ <=> CO2 + Hydrogen,Bidirectional,1.17.98.5,"K22015, K25123, K25124",R12754,"fdhF, hydA2, hycB",map00720,M00377
Wood Ljungdahl,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],Formate + 2 H+ <=> CO2 + Hydrogen,Bidirectional,1.17.98.4,K22015,R09481,fdhF,NA,NA
Wood Ljungdahl,formate dehydrogenase [EC:1.17.1.9],Formate + NAD+ <=> H+ + CO2 + NADH,Bidirectional,1.17.1.9,K00122,R00519,FDH,"map00630, map00680",NA
Wood Ljungdahl,"formate dehydrogenase major subunit [EC:1.17.1.9], formate dehydrogenase iron-sulfur subunit, formate dehydrogenase subunit gamma",Formate + NAD+ <=> H+ + CO2 + NADH,Bidirectional,1.17.1.9,"K00123, K00124, K00127",R00519,"fdoG, fdoH, fdoI","map00630, map00680",NA
Wood Ljungdahl,"formate dehydrogenase (NAD+, ferredoxin) subunit A [EC:1.17.1.11], ferredoxin) subunit B [EC:1.17.1.11], ferredoxin) subunit C [EC:1.17.1.11], ferredoxin) subunit [EC:1.17.1.11]",2 Formate + NAD+ + 2 Oxidized ferredoxin <=> 2 CO2 + NADH + H+ + 2 Reduced ferredoxin,Bidirectional,1.17.1.11,"K22338, K22339, K22340, K22341",R11818,"hylA, hylB, hylC, fdhF2",NA,NA
Wood Ljungdahl,formate--tetrahydrofolate ligase [EC:6.3.4.3],Tetrahydrofolate + Formate + ATP <=> ADP + Orthophosphate + 10-Formyltetrahydrofolate,Bidirectional,6.3.4.3,K01938,R00943,fhs,map00720,M00377
Wood Ljungdahl,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3],Tetrahydrofolate + Formate + ATP <=> ADP + Orthophosphate + 10-Formyltetrahydrofolate,Bidirectional,6.3.4.3,K00288,R00943,MTHFD,map00720,NA
Wood Ljungdahl,"monofunctional C1-tetrahydrofolate synthase, mitochondrial [EC:6.3.4.3]",Tetrahydrofolate + Formate + ATP <=> ADP + Orthophosphate + 10-Formyltetrahydrofolate,Bidirectional,6.3.4.3,K13402,R00943,MTHFD1L,map00720,NA
Wood Ljungdahl,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3],"5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+",Bidirectional,3.5.4.9,K00288,R01655,MTHFD,map00720,NA
Wood Ljungdahl,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],"5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+",Bidirectional,3.5.4.9,K01491,R01655,folD,map00720,M00377
Wood Ljungdahl,"methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]","5,10-Methenyltetrahydrofolate + H2O <=> 10-Formyltetrahydrofolate + H+",Bidirectional,3.5.4.9,K13403,R01655,MTHFD2,map00720,NA
Wood Ljungdahl,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3],"5,10-Methylenetetrahydrofolate + NADP+ <=> 5,10-Methenyltetrahydrofolate + NADPH",Bidirectional,1.5.1.5,K00288,R01220,MTHFD,map00720,NA
Wood Ljungdahl,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],"5,10-Methylenetetrahydrofolate + NADP+ <=> 5,10-Methenyltetrahydrofolate + NADPH",Bidirectional,1.5.1.5,K01491,R01220,folD,map00720,M00377
Wood Ljungdahl,methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-],"5,10-Methylenetetrahydrofolate + NADP+ <=> 5,10-Methenyltetrahydrofolate + NADPH",Bidirectional,1.5.1.5,K00300,R01220,mtdA,map00720,NA
Wood Ljungdahl,methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54],"5-Methyltetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + NADH + H+",Bidirectional,"1.5.1.20, 1.5.1.54",K24042,R07168,yitJ,map00720,NA
Wood Ljungdahl,methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54],"5-Methyltetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + NADH + H+",Bidirectional,"1.5.1.20, 1.5.1.54",K00297,R07168,metF,map00720,M00377
Wood Ljungdahl,methylenetetrahydrofolate reductase [NAD(P)H] [EC:1.5.1.20],"5-Methyltetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + NADH + H+",Bidirectional,"1.5.1.20, 1.5.1.54",K25009,R07168,E1.5.1.20,map00720,NA
Wood Ljungdahl,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258],5-Methyltetrahydrofolate + Co(I) corrinoid protein + H+ <=> Methyl-Co(III) corrinoid protein + Tetrahydrofolate,Bidirectional,"2.1.1.258, 2.1.1.378, 2.1.1.385, 2.1.1.389",K15023,R02289,acsE,map00720,M00377
Wood Ljungdahl,[methyl-Co(III) glycine betaine-specific corrinoid protein]---tetrahydrofolate methyltransferase [EC:2.1.1.378],5-Methyltetrahydrofolate + Co(I) corrinoid protein + H+ <=> Methyl-Co(III) corrinoid protein + Tetrahydrofolate,Bidirectional,"2.1.1.258, 2.1.1.378, 2.1.1.385, 2.1.1.389",K25221,R02289,mtgA,map00720,NA
Wood Ljungdahl,[methyl-Co(III) methoxylated-aromatic-compound-specific corrinoid protein]---tetrahydrofolate methyltransferase [EC:2.1.1.385],5-Methyltetrahydrofolate + Co(I) corrinoid protein + H+ <=> Methyl-Co(III) corrinoid protein + Tetrahydrofolate,Bidirectional,"2.1.1.258, 2.1.1.378, 2.1.1.385, 2.1.1.389",K25915,R02289,mtvA,map00720,NA
Wood Ljungdahl,[methyl-Co(III) quaternary-amine-specific corrinoid protein]---tetrahydrofolate methyltransferase [EC:2.1.1.389],5-Methyltetrahydrofolate + Co(I) corrinoid protein + H+ <=> Methyl-Co(III) corrinoid protein + Tetrahydrofolate,Bidirectional,"2.1.1.258, 2.1.1.378, 2.1.1.385, 2.1.1.389",K26930,R02289,mtqA,map00720,NA
Wood Ljungdahl,acetyl-CoA synthase [EC:2.3.1.169],Acetyl-CoA + Co(I) corrinoid protein + H+ <=> CO + Methyl-Co(III) corrinoid protein + CoA,Bidirectional,2.3.1.169,K14138,R08433,acsB,NA,NA
Wood Ljungdahl,anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4],CO + H2O + 2 Oxidized ferredoxin <=> CO2 + 2 Reduced ferredoxin + 2 H+,Bidirectional,1.2.7.4,K00198,R07157,cooS,"map00680, map00720",NA
Wood Ljungdahl,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258],Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO,Bidirectional,"2.1.1.258, 2.3.1.169",K15023,R10243,acsE,map00720,M00377
Wood Ljungdahl,"acetyl-CoA synthase [EC:2.3.1.169], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245], acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]",Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO,Bidirectional,"2.1.1.258, 2.3.1.169","K14138, K00197, K00194",R10243,"acsB, cdhE, cdhD",map00720,M00377
NADH reduction by ferredoxin,"H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2], H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2], H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2]",2 Reduced ferredoxin + NAD+ + H+ + Na+[side 1] <=> 2 Oxidized ferredoxin + NADH + Na+[side 2],Bidirectional,7.2.1.2,"K03614, K03615, K03616",R7.2.1.2,"rnfD, rnfC, rnfB",NA,NA
NADH reduction by ferredoxin,[2Fe-2S]-ferredoxin:NAD+ oxidoreductase,2 Reduced ferredoxin + NAD+ + H+ <=> 2 Oxidized ferredoxin + NADH,Bidirectional,"1.18.1.3, 1.18.1.7",NA,R05875,NA,NA,NA
NADH reduction by ferredoxin,ferredoxin:NADP+ oxidoreductase,2 Reduced ferredoxin + NADP+ + H+ <=> 2 Oxidized ferredoxin + NADPH,Bidirectional,1.18.1.2,NA,R01195,NA,NA,NA
NADH reduction by ferredoxin,NAD(P)+ transhydrogenase (ferredoxin);,NADH + H+ + 2 NADP+ + 2 Reduced ferredoxin <=> NAD+ + 2 NADPH + 2 Oxidized ferredoxin,Bidirectional,1.6.1.4,NA,R1.6.1.4,NA,NA,NA
Quinone reduction by NADH,"NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2], NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K05574, K05582, K05581, K05579, K05572, K05580, K05578, K05576, K05577, K05575, K05573",R11945,"ndhC, ndhK, ndhJ, ndhH, ndhA, ndhI, ndhG, ndhE, ndhF, ndhD, ndhB",map00190,M00145
Quinone reduction by NADH,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 2, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 3, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10, NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12, NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03945, K03946, K03947, K03948, K03949, K03950, K03951, K03952, K03953, K03954, K03955, K03956, K11352, K11353",R11945,"NDUFA1, NDUFA2, NDUFA3, NDUFA4, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFA10, NDUFAB1, NDUFA11, NDUFA12, NDUFA13",map00190,M00146
Quinone reduction by NADH,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 2, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10, NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 11, NADH dehydrogenase (ubiquinone) 1 subunit C1, NADH dehydrogenase (ubiquinone) 1 subunit C2",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03957, K03958, K03959, K03960, K03961, K03962, K03963, K03964, K03965, K03966, K11351, K03967, K03968",R11945,"NDUFB1, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFB10, NDUFB11, NDUFC1, NDUFC2",map00190,M00147
Quinone reduction by NADH,"NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 4, NADH dehydrogenase (ubiquinone) Fe-S protein 5, NADH dehydrogenase (ubiquinone) Fe-S protein 6, NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2], NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03934, K03935, K03936, K03937, K03938, K03939, K03940, K03941, K03942, K03943",R11945,"NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2",map00190,M00143
Quinone reduction by NADH,"NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C [EC:7.1.1.2], NADH-quinone oxidoreductase subunit D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K00330, K00331, K00332, K00333, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343",R11945,"nuoA, nuoB, nuoC, nuoD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN",map00190,M00144
Quinone reduction by NADH,"NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B [EC:7.1.1.2], NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K00330, K00331, K13378, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343",R11945,"nuoA, nuoB, nuoCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN",map00190,M00144
Quinone reduction by NADH,"NADH-quinone oxidoreductase subunit A [EC:7.1.1.2], NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2], NADH-quinone oxidoreductase subunit E [EC:7.1.1.2], NADH-quinone oxidoreductase subunit F [EC:7.1.1.2], NADH-quinone oxidoreductase subunit G [EC:7.1.1.2], NADH-quinone oxidoreductase subunit H [EC:7.1.1.2], NADH-quinone oxidoreductase subunit I [EC:7.1.1.2], NADH-quinone oxidoreductase subunit J [EC:7.1.1.2], NADH-quinone oxidoreductase subunit K [EC:7.1.1.2], NADH-quinone oxidoreductase subunit L [EC:7.1.1.2], NADH-quinone oxidoreductase subunit M [EC:7.1.1.2], NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K00330, K13380, K00334, K00335, K00336, K00337, K00338, K00339, K00340, K00341, K00342, K00343",R11945,"nuoA, nuoBCD, nuoE, nuoF, nuoG, nuoH, nuoI, nuoJ, nuoK, nuoL, nuoM, nuoN",map00190,M00144
Quinone reduction by NADH,"NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2], NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]",Ubiquinone + NADH + H+ + 4 H+ <=> Ubiquinol + NAD+ + 4 H+,Bidirectional,7.1.1.2,"K03878, K03879, K03880, K03881, K03882, K03883, K03884",R11945,"ND1, ND2, ND3, ND4, ND4L, ND5, ND6",map00190,M00142
Quinone reduction by NADH,"Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1], Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]",NADH + H+ + Ubiquinone + Na+[side 1] <=> NAD+ + Ubiquinol + Na+[side 2],Bidirectional,7.2.1.1,"K00346, K00347, K00348, K00349, K00350, K00351",R7.2.1.1,"nqrA, nqrB, nqrC, nqrD, nqrE, nqrF",NA,NA
Quinone reduction by NADH,NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9],Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+,Bidirectional,1.6.5.9,K03885,R02163,ndh,NA,NA
Quinone reduction by NADH,NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9],Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+,Bidirectional,1.6.5.9,K23948,R02163,E1.6.5.9,NA,NA
Quinone reduction by NADH,NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9],NADH + H+ + Quinone <=> NAD+ + Hydroquinone,Bidirectional,1.6.5.9,K03885,R07358,ndh,NA,NA
Quinone reduction by NADH,NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9],NADH + H+ + Quinone <=> NAD+ + Hydroquinone,Bidirectional,1.6.5.9,K23948,R07358,E1.6.5.9,NA,NA
Quinone reduction by other donors,formate dehydrogenase [EC:1.17.1.9],Formate + Quinone <=> CO2 + Hydroquinone,Forward,1.17.5.3,K00122,R09494,FDH,"map00630, map00680",NA
Quinone reduction by other donors,"formate dehydrogenase major subunit [EC:1.17.1.9], formate dehydrogenase iron-sulfur subunit, formate dehydrogenase subunit gamma",Formate + Quinone <=> CO2 + Hydroquinone,Forward,1.17.5.3,"K00123, K00124, K00127",R09494,"fdoG, fdoH, fdoI","map00630, map00680",NA
Quinone reduction by other donors,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",Formate + Quinone <=> CO2 + Hydroquinone,Forward,1.17.5.3,K08348,R09494,fdnG,NA,NA
Quinone reduction by other donors,"hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]",Ubiquinone + Hydrogen <=> Ubiquinol,Forward,1.12.99.6.A,"K06281, K06282",R1.12.99.6.A,"hyaB, hyaA",NA,NA
Quinone reduction by other donors,"uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]",Ubiquinone + Hydrogen <=> Ubiquinol,Forward,1.12.99.6.A,"K23548, K23549",R1.12.99.6.A,"hupU, hupV",NA,NA
Quinone reduction by other donors,"hydrogenase large subunit [EC:1.12.99.6], hydrogenase small subunit [EC:1.12.99.6]",Quinone + Hydrogen <=> Hydroquinone,Forward,1.12.99.6.B,"K06281, K06282",R1.12.99.6.B,"hyaB, hyaA",NA,NA
Quinone reduction by other donors,"quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1], quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]",Quinone + Hydrogen <=> Hydroquinone,Forward,1.12.99.6.B,"K05922, K05927",R1.12.99.6.B,"hydB, hydA",NA,NA
Quinone reduction by other donors,"uptake hydrogenase small subunit [EC:1.12.99.6], uptake hydrogenase large subunit [EC:1.12.99.6]",Quinone + Hydrogen <=> Hydroquinone,Forward,1.12.99.6.B,"K23548, K23549",R1.12.99.6.B,"hupU, hupV",NA,NA
Quinone reduction by other donors,pyruvate dehydrogenase (quinone) [EC:1.2.5.1],Pyruvate + Ubiquinone + H2O <=> Acetate + Ubiquinol + CO2,Bidirectional,1.2.5.1,K00156,R03145,poxB,map00620,NA
Quinone reduction by other donors,malate dehydrogenase (quinone) [EC:1.1.5.4],(S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone,Bidirectional,1.1.5.4,K00116,R00361,mqo,map00020,"M00009, M00011, M00982"
Quinone reduction by succinate,"succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit, succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]",Ubiquinone + Succinate <=> Ubiquinol + Fumarate,Forward,1.3.5.1,"K00236, K00237, K00234, K00235",R13223,"SDHC, SDHD, SDHA, SDHB",map00190,M00148
Quinone reduction by succinate,"succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4, succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]",Ubiquinone + Succinate <=> Ubiquinol + Fumarate,Forward,1.3.5.1,"K00236, K25801, K00234, K00235",R13223,"SDHC, SDH4, SDHA, SDHB",map00190,M00148
Quinone reduction by succinate,"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) membrane anchor subunit",Quinone + Succinate <=> Hydroquinone + Fumarate,Forward,1.3.5.1,"K00234, K00235, K00236, K00237",R02164,"SDHA, SDHB, SDHC, SDHD",map00020,"M00009, M00011"
Quinone reduction by succinate,"succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1], succinate dehydrogenase (ubiquinone) cytochrome b560 subunit, succinate dehydrogenase (ubiquinone) subunit 4",Quinone + Succinate <=> Hydroquinone + Fumarate,Forward,1.3.5.1,"K00234, K00235, K00236, K25801",R02164,"SDHA, SDHB, SDHC, SDH4",map00020,"M00009, M00011"
Quinone reduction by succinate,"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12], succinate dehydrogenase subunit C",Quinone + Succinate <=> Hydroquinone + Fumarate,Forward,1.3.5.1,"K00233, K25995, K25996",R02164,"frdA, frdB, frdC",map00020,NA
