"","group","taxonomy"
"1401","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;breve"
"1402","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;cheniae"
"1403","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;cryoconiti"
"1404","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;flavum"
"1405","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;frigoriphilum"
"1406","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;fucosi"
"1407","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;gelidum"
"1408","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;glaciale"
"1409","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;glucosi"
"1410","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;lactosi"
"1411","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;levicorallinum"
"1412","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;luteum"
"1413","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;lyxosi"
"1414","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;mannosilyticum"
"1415","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;melibiosiphilum"
"1416","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;psychrophilum"
"1417","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;psychrotolerans"
"1418","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;roopkundense"
"1419","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;ruanii"
"1420","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;sandaracinum"
"1421","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;serini"
"1422","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;shii"
"1423","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;sinapicolor"
"1424","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;soli"
"1425","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;suzukii"
"1426","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;tagatosivorans"
"1427","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;tepidiphilum"
"1428","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Cryobacterium;zongtaii"
"1429","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;allii"
"1430","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;ammoniigenes"
"1431","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;caseinilyticum"
"1432","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;citreum"
"1433","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;citri"
"1434","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;flaccumfaciens"
"1435","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;herbarum"
"1436","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;luteum"
"1437","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;plantarum"
"1438","aerobic_chemoheterotrophy;chemoheterotrophy;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;pusillum"
"1439","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Curtobacterium;subtropicum"
"1440","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Diaminobutyricibacter;tongyongensis"
"1441","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Diaminobutyricimonas;aerilata"
"1442","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;endophyticum"
"1443","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;faeni"
"1444","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium;salinisoli"
"1445","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;australicus"
"1446","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;cladoniiphilus"
"1447","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;peucedani"
"1448","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans;sucicola"
"1449","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Galbitalea;soli"
"1450","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciibacter;flavus"
"1451","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciibacter;superstes"
"1452","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciihabitans;arcticus"
"1453","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Glaciihabitans;tibetensis"
"1454","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;daejeonensis"
"1455","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;ginsengisoli"
"1456","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;koreensis"
"1457","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;kribbensis"
"1458","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;protaetiae"
"1459","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;reticulitermitis"
"1460","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gryllotalpicola;soli"
"1461","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;bifidus"
"1462","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;chungangensis"
"1463","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;faecalis"
"1464","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;hominis"
"1465","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;macacae"
"1466","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;massiliensis"
"1467","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;molinativorax"
"1468","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;sediminis"
"1469","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Herbiconiux;daphnes"
"1470","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Herbiconiux;flava"
"1471","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Herbiconiux;ginsengi"
"1472","aerobic_chemoheterotrophy;chemoheterotrophy;xylanolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Herbiconiux;moechotypicola"
"1473","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Herbiconiux;oxytropis"
"1474","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Herbiconiux;solani"
"1475","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Homoserinibacter;gongjuensis"
"1476","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Homoserinimonas;aerilata"
"1477","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Huakuichenia;soli"
"1478","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter;albus"
"1479","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter;antri"
"1480","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter;aquilariae"
"1481","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter;ginsengisoli"
"1482","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter;ginsengiterrae"
"1483","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter;ginsenosidimutans"
"1484","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Humibacter;soli"
"1485","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Klugiella;xanthotipulae"
"1486","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Labedella;endophytica"
"1487","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Labedella;gwakjiensis"
"1488","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Labedella;phragmitis"
"1489","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Labedella;populi"
"1490","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Lacisediminihabitans;profunda"
"1491","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;antarctica"
"1492","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;aquatica"
"1493","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;bigeumensis"
"1494","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;kafniensis"
"1495","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;lichenia"
"1496","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;naganoensis"
"1497","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;poae"
"1498","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;psychrotolerans"
"1499","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;rubra"
"1500","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;shinshuensis"
"1501","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;soli"
"1502","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;virtsii"
"1503","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;williamsii"
"1504","aerobic_chemoheterotrophy;chemoheterotrophy;fermentation;plant_pathogen","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;xyli"
"1505","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;aerolatus"
"1506","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;albus"
"1507","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;allii"
"1508","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;alluvii"
"1509","aerobic_chemoheterotrophy;chemoheterotrophy;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;aridicollis"
"1510","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;celer"
"1511","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;chinensis"
"1512","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;chironomi"
"1513","aerobic_chemoheterotrophy;chemoheterotrophy;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;chromiireducens"
"1514","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;chromiiresistens"
"1515","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;chromiisoli"
"1516","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;coleopterorum"
"1517","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;corticis"
"1518","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;denitrificans"
"1519","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;edaphi"
"1520","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;exalbidus"
"1521","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;holotrichiae"
"1522","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;iarius"
"1523","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;insecticola"
"1524","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;japonicus"
"1525","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;komagatae"
"1526","aerobic_chemoheterotrophy;chemoheterotrophy;ureolysis","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;luti"
"1527","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;muris"
"1528","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;musarum"
"1529","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;populi"
"1530","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;rhizosphaerae"
"1531","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;ruminantium"
"1532","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;salsicius"
"1533","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;soli"
"1534","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;tardus"
"1535","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;tenebrionis"
"1536","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;triazinivorans"
"1537","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;viscericola"
"1538","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;weissii"
"1539","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;zeae"
"1540","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Lysinibacter;cavernae"
"1541","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Lysinimonas;soli"
"1542","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Marisediminicola;antarctica"
"1543","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Marisediminicola;senii"
"1544","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;abyssi"
"1545","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aerolatum"
"1546","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;agarici"
"1547","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;albipurpureum"
"1548","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;album"
"1549","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;algeriense"
"1550","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;algihabitans"
"1551","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;allomyrinae"
"1552","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;amylolyticum"
"1553","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aoyamense"
"1554","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aquilitoris"
"1555","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aquimaris"
"1556","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;arabinogalactanolyticum"
"1557","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;arborescens"
"1558","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;arthrosphaerae"
"1559","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;atlanticum"
"1560","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aurantiacum"
"1561","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aureliae"
"1562","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aurugineum"
"1563","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;aurum"
"1564","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;awajiense"
"1565","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;azadirachtae"
"1566","aerobic_chemoheterotrophy;chemoheterotrophy;nitrate_reduction","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;barkeri"
"1567","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;betulae"
"1568","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;binotii"
"1569","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;bovistercoris"
"1570","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;candidum"
"1571","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;caowuchunii"
"1572","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;capsulatum"
"1573","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;chengjingii"
"1574","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;chocolatum"
"1575","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;commune"
"1576","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;cremeum"
"1577","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;croceum"
"1578","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;dauci"
"1579","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;deminutum"
"1580","aerobic_chemoheterotrophy;chemoheterotrophy","Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium;deserti"
